披露日,イベント名,簡略イベント名1,簡略イベント名2,会場,都道府県,曲順,曲名,曲名2,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
2021/11/28,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! Celebration Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! Celebration Land,day2,幕張メッセイベントホール,千葉,23,Let's Sail Away!!!,,安齋由香里,井上ほの花,二ノ宮ゆい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/11/28,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! Celebration Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! Celebration Land,day2,幕張メッセイベントホール,千葉,24,ススメ☆オトメ ～jewel parade～,,佳村はるか,五十嵐裕美,三宅麻理恵,松嵜麗,青木瑠璃子,大橋彩香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/11/28,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! Celebration Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! Celebration Land,day2,幕張メッセイベントホール,千葉,25,EVERLASTING,,安野希世乃,安齋由香里,井上ほの花,佳村はるか,嘉山未紗,花井美春,五十嵐裕美,三宅麻理恵,小市眞琴,松井恵理子,松嵜麗,森下来奈,神谷早矢佳,青木瑠璃子,大橋彩香,朝井彩加,長島光那,二ノ宮ゆい,立花理香,和氣あず未,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/11/28,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! Celebration Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! Celebration Land,day2,幕張メッセイベントホール,千葉,26,お願い！シンデレラ,,安野希世乃,安齋由香里,井上ほの花,佳村はるか,嘉山未紗,花井美春,五十嵐裕美,三宅麻理恵,小市眞琴,松井恵理子,松嵜麗,森下来奈,神谷早矢佳,青木瑠璃子,大橋彩香,朝井彩加,長島光那,二ノ宮ゆい,立花理香,和氣あず未,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/25,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day1,愛知県国際展示場 ホールA,愛知,1,星環世界,,ルゥティン,関口理咲,金子真由美,原優子,山本希望,洲崎綾,集貝はな,青木志貴,赤﨑千夏,千菅春香,村中知,大空直美,中澤ミナ,長野佑紀,天野聡美,田辺留依,飯田友子,福原綾香,木村珠莉,藍原ことみ,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/25,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day1,愛知県国際展示場 ホールA,愛知,2,無重力シャトル,,金子真由美,原優子,山本希望,洲崎綾,赤﨑千夏,村中知,大空直美,長野佑紀,田辺留依,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/25,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day1,愛知県国際展示場 ホールA,愛知,3,オウムアムアに幸運を,,集貝はな,千菅春香,藍原ことみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/25,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day1,愛知県国際展示場 ホールA,愛知,4,SUPERLOVE☆,,山本希望,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/25,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day1,愛知県国際展示場 ホールA,愛知,5,Virgin Love,,金子真由美,原優子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/25,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day1,愛知県国際展示場 ホールA,愛知,6,君のステージ衣装、本当は…,,関口理咲,集貝はな,中澤ミナ,田辺留依,飯田友子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/25,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day1,愛知県国際展示場 ホールA,愛知,7,BEYOND THE STARLIGHT,,山本希望,中澤ミナ,長野佑紀,天野聡美,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/25,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day1,愛知県国際展示場 ホールA,愛知,8,秘密のトワレ,,藍原ことみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/25,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day1,愛知県国際展示場 ホールA,愛知,9,Private Sign,,ルゥティン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/25,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day1,愛知県国際展示場 ホールA,愛知,10,谷の底で咲く花は,,天野聡美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/25,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day1,愛知県国際展示場 ホールA,愛知,11,空想探査計画,,山本希望,赤﨑千夏,村中知,大空直美,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/25,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day1,愛知県国際展示場 ホールA,愛知,12,花のことば,,木村珠莉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/25,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day1,愛知県国際展示場 ホールA,愛知,13,さよならアンドロメダ,,ルゥティン,村中知,天野聡美,福原綾香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/25,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day1,愛知県国際展示場 ホールA,愛知,14,ヴィーナスシンドローム,,洲崎綾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/25,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day1,愛知県国際展示場 ホールA,愛知,15,共鳴世界の存在論,,青木志貴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/25,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day1,愛知県国際展示場 ホールA,愛知,16,アタシポンコツアンドロイド,,関口理咲,大空直美,天野聡美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/25,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day1,愛知県国際展示場 ホールA,愛知,17,Nation Blue,,洲崎綾,青木志貴,中澤ミナ,飯田友子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/25,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day1,愛知県国際展示場 ホールA,愛知,18,Orange Sapphire,,集貝はな,赤﨑千夏,長野佑紀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/25,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day1,愛知県国際展示場 ホールA,愛知,19,咲いてJewel,,ルゥティン,関口理咲,青木志貴,千菅春香,中澤ミナ,天野聡美,飯田友子,福原綾香,藍原ことみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/25,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day1,愛知県国際展示場 ホールA,愛知,20,泡沫のアイオーン,,田辺留依,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/25,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day1,愛知県国際展示場 ホールA,愛知,21,Hotel Moonside,,飯田友子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/25,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day1,愛知県国際展示場 ホールA,愛知,22,弾丸サバイバー,,村中知,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/25,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day1,愛知県国際展示場 ホールA,愛知,23,EVIL LIVE,,金子真由美,原優子,集貝はな,長野佑紀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/25,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day1,愛知県国際展示場 ホールA,愛知,24,Drastic Melody,,関口理咲,千菅春香,福原綾香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/25,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day1,愛知県国際展示場 ホールA,愛知,25,Stage Bye Stage,,ルゥティン,関口理咲,金子真由美,原優子,山本希望,洲崎綾,集貝はな,青木志貴,赤﨑千夏,千菅春香,村中知,大空直美,中澤ミナ,長野佑紀,天野聡美,田辺留依,飯田友子,福原綾香,木村珠莉,藍原ことみ,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/25,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day1,愛知県国際展示場 ホールA,愛知,26,EVERLASTING,,ルゥティン,関口理咲,金子真由美,原優子,山本希望,洲崎綾,集貝はな,青木志貴,赤﨑千夏,千菅春香,村中知,大空直美,中澤ミナ,長野佑紀,天野聡美,田辺留依,飯田友子,福原綾香,木村珠莉,藍原ことみ,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/25,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day1,愛知県国際展示場 ホールA,愛知,27,お願い！シンデレラ,,ルゥティン,関口理咲,金子真由美,原優子,山本希望,洲崎綾,集貝はな,青木志貴,赤﨑千夏,千菅春香,村中知,大空直美,中澤ミナ,長野佑紀,天野聡美,田辺留依,飯田友子,福原綾香,木村珠莉,藍原ことみ,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/26,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day2,愛知県国際展示場 ホールA,愛知,1,星環世界,,ルゥティン,関口理咲,金子真由美,原優子,山本希望,洲崎綾,集貝はな,青木志貴,赤﨑千夏,千菅春香,村中知,大空直美,中澤ミナ,長野佑紀,天野聡美,田辺留依,飯田友子,富田美憂,福原綾香,藍原ことみ,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/26,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day2,愛知県国際展示場 ホールA,愛知,2,Drastic Melody,,関口理咲,千菅春香,福原綾香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/26,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day2,愛知県国際展示場 ホールA,愛知,3,Secret Daybreak,,洲崎綾,飯田友子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/26,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day2,愛知県国際展示場 ホールA,愛知,4,炎の華,,原優子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/26,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day2,愛知県国際展示場 ホールA,愛知,5,One Life,,千菅春香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/26,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day2,愛知県国際展示場 ホールA,愛知,6,君のステージ衣装、本当は…,,関口理咲,集貝はな,中澤ミナ,田辺留依,飯田友子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/26,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day2,愛知県国際展示場 ホールA,愛知,7,ミラクルテレパシー,,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/26,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day2,愛知県国際展示場 ホールA,愛知,8,みなぎれ！ボボボンバー,,赤﨑千夏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/26,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day2,愛知県国際展示場 ホールA,愛知,9,LOVE☆ハズカム,,金子真由美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/26,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day2,愛知県国際展示場 ホールA,愛知,10,未完成の歴史,,ルゥティン,洲崎綾,青木志貴,田辺留依,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/26,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day2,愛知県国際展示場 ホールA,愛知,11,BEYOND THE STARLIGHT,,山本希望,中澤ミナ,長野佑紀,天野聡美,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/26,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day2,愛知県国際展示場 ホールA,愛知,12,風色メロディ,,大空直美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/26,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day2,愛知県国際展示場 ホールA,愛知,13,さよならアンドロメダ,,ルゥティン,村中知,天野聡美,福原綾香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/26,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day2,愛知県国際展示場 ホールA,愛知,14,Nebula Sky,,関口理咲,集貝はな,中澤ミナ,長野佑紀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/26,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day2,愛知県国際展示場 ホールA,愛知,15,Nothing but You,,原優子,山本希望,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/26,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day2,愛知県国際展示場 ホールA,愛知,16,Absolute NIne,,金子真由美,藍原ことみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/26,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day2,愛知県国際展示場 ホールA,愛知,17,ミラーボール・ラブ,,ルゥティン,千菅春香,村中知,田辺留依,富田美憂,福原綾香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/26,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day2,愛知県国際展示場 ホールA,愛知,18,バベル,,青木志貴,藍原ことみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/26,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day2,愛知県国際展示場 ホールA,愛知,19,#HE4DSHOT,,富田美憂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/26,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day2,愛知県国際展示場 ホールA,愛知,20,AnemoneStar,,福原綾香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/26,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day2,愛知県国際展示場 ホールA,愛知,21,EVIL LIVE,,金子真由美,原優子,集貝はな,長野佑紀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/26,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day2,愛知県国際展示場 ホールA,愛知,22,咲いてJewel,,ルゥティン,関口理咲,青木志貴,千菅春香,中澤ミナ,天野聡美,飯田友子,富田美憂,福原綾香,藍原ことみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/26,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day2,愛知県国際展示場 ホールA,愛知,23,無重力シャトル,,金子真由美,原優子,山本希望,洲崎綾,赤﨑千夏,村中知,大空直美,長野佑紀,田辺留依,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/26,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day2,愛知県国際展示場 ホールA,愛知,24,Stage Bye Stage,,ルゥティン,関口理咲,金子真由美,原優子,山本希望,洲崎綾,集貝はな,青木志貴,赤﨑千夏,千菅春香,村中知,大空直美,中澤ミナ,長野佑紀,天野聡美,田辺留依,飯田友子,富田美憂,福原綾香,藍原ことみ,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/26,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day2,愛知県国際展示場 ホールA,愛知,25,EVERLASTING,,ルゥティン,関口理咲,金子真由美,原優子,山本希望,洲崎綾,集貝はな,青木志貴,赤﨑千夏,千菅春香,村中知,大空直美,中澤ミナ,長野佑紀,天野聡美,田辺留依,飯田友子,富田美憂,福原綾香,藍原ことみ,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/26,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land,day2,愛知県国際展示場 ホールA,愛知,26,お願い!シンデレラ,,ルゥティン,関口理咲,金子真由美,原優子,山本希望,洲崎綾,集貝はな,青木志貴,赤﨑千夏,千菅春香,村中知,大空直美,中澤ミナ,長野佑紀,天野聡美,田辺留依,飯田友子,富田美憂,福原綾香,藍原ことみ,鈴木絵理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/1/29,THE IDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! Tropical Land,10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! Tropical Land,day1,幕張メッセイベントホール,千葉,1,トロピカルガール,,のぐちゆり,伊達朱里紗,河瀬茉希,金子有希,原紗友里,原田彩楓,山下七海,松田颯水,上坂すみれ,新田ひより,星希成奏,生田輝,大坪由佳,中島由貴,津田美波,田澤茉純,杜野まこ,武田羅梨沙多胡,鈴木みのり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
