披露日,イベント名,簡略イベント名1,簡略イベント名2,会場,都道府県,曲順,曲名,曲名2,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
2017/6/24,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 静岡公演,5thLIVE TOUR Serendipity Parade!!! 静岡公演,,エコパアリーナ,静岡,15,Star!!,,安野希世乃,嘉山未紗,原優子,高森奈津美,黒沢ともよ,春瀬なつみ,青木志貴,青木瑠璃子,村中知,中島由貴,長島光那,津田美波,牧野由依,藍原ことみ,髙野麻美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/6/24,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 静岡公演,5thLIVE TOUR Serendipity Parade!!! 静岡公演,,エコパアリーナ,静岡,16,Love∞Destiny,,青木志貴,青木瑠璃子,中島由貴,津田美波,牧野由依,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/6/24,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 静岡公演,5thLIVE TOUR Serendipity Parade!!! 静岡公演,,エコパアリーナ,静岡,17,共鳴世界の存在論,,青木志貴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/6/24,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 静岡公演,5thLIVE TOUR Serendipity Parade!!! 静岡公演,,エコパアリーナ,静岡,18,Sparkling Girl,,青木瑠璃子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/6/24,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 静岡公演,5thLIVE TOUR Serendipity Parade!!! 静岡公演,,エコパアリーナ,静岡,19,Rockin' Emotion,,安野希世乃,原優子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/6/24,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 静岡公演,5thLIVE TOUR Serendipity Parade!!! 静岡公演,,エコパアリーナ,静岡,20,ハイファイ☆デイズ,,高森奈津美,黒沢ともよ,春瀬なつみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/6/24,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 静岡公演,5thLIVE TOUR Serendipity Parade!!! 静岡公演,,エコパアリーナ,静岡,21,純情Midnight伝説,,安野希世乃,嘉山未紗,原優子,青木志貴,村中知,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/6/24,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 静岡公演,5thLIVE TOUR Serendipity Parade!!! 静岡公演,,エコパアリーナ,静岡,22,夕映えプレゼント,,安野希世乃,嘉山未紗,原優子,高森奈津美,黒沢ともよ,春瀬なつみ,青木志貴,青木瑠璃子,村中知,中島由貴,長島光那,津田美波,牧野由依,藍原ことみ,髙野麻美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/6/24,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 静岡公演,5thLIVE TOUR Serendipity Parade!!! 静岡公演,,エコパアリーナ,静岡,23,M@GIC☆,,安野希世乃,嘉山未紗,原優子,高森奈津美,黒沢ともよ,春瀬なつみ,青木志貴,青木瑠璃子,村中知,中島由貴,長島光那,津田美波,牧野由依,藍原ことみ,髙野麻美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/6/24,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 静岡公演,5thLIVE TOUR Serendipity Parade!!! 静岡公演,,エコパアリーナ,静岡,24,お願い！シンデレラ,,安野希世乃,嘉山未紗,原優子,高森奈津美,黒沢ともよ,春瀬なつみ,青木志貴,青木瑠璃子,村中知,中島由貴,長島光那,津田美波,牧野由依,藍原ことみ,髙野麻美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/6/25,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 静岡公演,5thLIVE TOUR Serendipity Parade!!! 静岡公演,,エコパアリーナ,静岡,1,Yes! Party Time!!,,安野希世乃,嘉山未紗,原優子,高森奈津美,黒沢ともよ,春瀬なつみ,青木志貴,青木瑠璃子,村中知,中島由貴,長島光那,津田美波,牧野由依,藍原ことみ,髙野麻美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/6/25,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 静岡公演,5thLIVE TOUR Serendipity Parade!!! 静岡公演,,エコパアリーナ,静岡,2,Romantic Now,,黒沢ともよ,春瀬なつみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/6/25,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 静岡公演,5thLIVE TOUR Serendipity Parade!!! 静岡公演,,エコパアリーナ,静岡,3,き・ま・ぐ・れ☆Cafe au lait!,,髙野麻美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/6/25,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 静岡公演,5thLIVE TOUR Serendipity Parade!!! 静岡公演,,エコパアリーナ,静岡,4,ニャンと☆スペクタクル,,高森奈津美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/6/25,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 静岡公演,5thLIVE TOUR Serendipity Parade!!! 静岡公演,,エコパアリーナ,静岡,5,空と風と恋のワルツ,,津田美波,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/6/25,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 静岡公演,5thLIVE TOUR Serendipity Parade!!! 静岡公演,,エコパアリーナ,静岡,6,Heart Voice,,長島光那,牧野由依,藍原ことみ,髙野麻美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/6/25,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 静岡公演,5thLIVE TOUR Serendipity Parade!!! 静岡公演,,エコパアリーナ,静岡,7,追い風Running,,中島由貴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/6/25,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 静岡公演,5thLIVE TOUR Serendipity Parade!!! 静岡公演,,エコパアリーナ,静岡,8,秘密のトワレ,,藍原ことみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/6/25,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 静岡公演,5thLIVE TOUR Serendipity Parade!!! 静岡公演,,エコパアリーナ,静岡,9,心もよう,,嘉山未紗,村中知,中島由貴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/6/25,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 静岡公演,5thLIVE TOUR Serendipity Parade!!! 静岡公演,,エコパアリーナ,静岡,10,shabon song,,黒沢ともよ,長島光那,津田美波,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/6/25,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 静岡公演,5thLIVE TOUR Serendipity Parade!!! 静岡公演,,エコパアリーナ,静岡,11,Jet to the Future,,安野希世乃,青木瑠璃子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/6/25,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 静岡公演,5thLIVE TOUR Serendipity Parade!!! 静岡公演,,エコパアリーナ,静岡,12,エチュードは1曲だけ,,嘉山未紗,青木志貴,青木瑠璃子,村中知,長島光那,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/6/25,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 静岡公演,5thLIVE TOUR Serendipity Parade!!! 静岡公演,,エコパアリーナ,静岡,13,パステルピンクな恋,,高森奈津美,中島由貴,津田美波,牧野由依,藍原ことみ,髙野麻美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/6/25,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 静岡公演,5thLIVE TOUR Serendipity Parade!!! 静岡公演,,エコパアリーナ,静岡,14,絶対特権主張しますっ！,,安野希世乃,原優子,黒沢ともよ,春瀬なつみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/6/25,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 静岡公演,5thLIVE TOUR Serendipity Parade!!! 静岡公演,,エコパアリーナ,静岡,15,Star!!,,安野希世乃,嘉山未紗,原優子,高森奈津美,黒沢ともよ,春瀬なつみ,青木志貴,青木瑠璃子,村中知,中島由貴,長島光那,津田美波,牧野由依,藍原ことみ,髙野麻美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/6/25,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 静岡公演,5thLIVE TOUR Serendipity Parade!!! 静岡公演,,エコパアリーナ,静岡,16,Love∞Destiny,,青木志貴,青木瑠璃子,中島由貴,津田美波,牧野由依,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/6/25,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 静岡公演,5thLIVE TOUR Serendipity Parade!!! 静岡公演,,エコパアリーナ,静岡,17,共鳴世界の存在論,,青木志貴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/6/25,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 静岡公演,5thLIVE TOUR Serendipity Parade!!! 静岡公演,,エコパアリーナ,静岡,18,Sparkling Girl,,青木瑠璃子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/6/25,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 静岡公演,5thLIVE TOUR Serendipity Parade!!! 静岡公演,,エコパアリーナ,静岡,19,Rockin' Emotion,,安野希世乃,原優子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/6/25,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 静岡公演,5thLIVE TOUR Serendipity Parade!!! 静岡公演,,エコパアリーナ,静岡,20,ハイファイ☆デイズ,,高森奈津美,黒沢ともよ,春瀬なつみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/6/25,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 静岡公演,5thLIVE TOUR Serendipity Parade!!! 静岡公演,,エコパアリーナ,静岡,21,純情Midnight伝説,,安野希世乃,嘉山未紗,原優子,青木志貴,村中知,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/6/25,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 静岡公演,5thLIVE TOUR Serendipity Parade!!! 静岡公演,,エコパアリーナ,静岡,22,夕映えプレゼント,,安野希世乃,嘉山未紗,原優子,高森奈津美,黒沢ともよ,春瀬なつみ,青木志貴,青木瑠璃子,村中知,中島由貴,長島光那,津田美波,牧野由依,藍原ことみ,髙野麻美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/6/25,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 静岡公演,5thLIVE TOUR Serendipity Parade!!! 静岡公演,,エコパアリーナ,静岡,23,M@GIC☆,,安野希世乃,嘉山未紗,原優子,高森奈津美,黒沢ともよ,春瀬なつみ,青木志貴,青木瑠璃子,村中知,中島由貴,長島光那,津田美波,牧野由依,藍原ことみ,髙野麻美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/6/25,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 静岡公演,5thLIVE TOUR Serendipity Parade!!! 静岡公演,,エコパアリーナ,静岡,24,お願い！シンデレラ,,安野希世乃,嘉山未紗,原優子,高森奈津美,黒沢ともよ,春瀬なつみ,青木志貴,青木瑠璃子,村中知,中島由貴,長島光那,津田美波,牧野由依,藍原ことみ,髙野麻美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/7/8,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 幕張公演,5thLIVE TOUR Serendipity Parade!!! 幕張公演,,幕張メッセイベントホール,千葉,1,Shine!!,,ルゥティン,佳村はるか,金子真由美,原紗友里,原田彩楓,五十嵐裕美,今井麻夏,佐藤亜美菜,三宅麻理恵,山下七海,杜野まこ,藤田茜,福原綾香,立花理香,和氣あず未,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/7/8,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 幕張公演,5thLIVE TOUR Serendipity Parade!!! 幕張公演,,幕張メッセイベントホール,千葉,2,Radio Happy,,山下七海,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/7/8,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 幕張公演,5thLIVE TOUR Serendipity Parade!!! 幕張公演,,幕張メッセイベントホール,千葉,3,ステップ！,,原紗友里,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/7/8,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 幕張公演,5thLIVE TOUR Serendipity Parade!!! 幕張公演,,幕張メッセイベントホール,千葉,4,スローライフ・ファンタジー,,五十嵐裕美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/7/8,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 幕張公演,5thLIVE TOUR Serendipity Parade!!! 幕張公演,,幕張メッセイベントホール,千葉,5,あいくるしい,,金子真由美,藤田茜,立花理香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/7/8,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 幕張公演,5thLIVE TOUR Serendipity Parade!!! 幕張公演,,幕張メッセイベントホール,千葉,6,NUDIE★,,佳村はるか,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/7/8,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 幕張公演,5thLIVE TOUR Serendipity Parade!!! 幕張公演,,幕張メッセイベントホール,千葉,7,薄紅,,立花理香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/7/8,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 幕張公演,5thLIVE TOUR Serendipity Parade!!! 幕張公演,,幕張メッセイベントホール,千葉,8,in fact,,佐藤亜美菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/7/8,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 幕張公演,5thLIVE TOUR Serendipity Parade!!! 幕張公演,,幕張メッセイベントホール,千葉,9,この空の下,,ルゥティン,五十嵐裕美,佐藤亜美菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/7/8,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 幕張公演,5thLIVE TOUR Serendipity Parade!!! 幕張公演,,幕張メッセイベントホール,千葉,10,AnemoneStar,,福原綾香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/7/8,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 幕張公演,5thLIVE TOUR Serendipity Parade!!! 幕張公演,,幕張メッセイベントホール,千葉,11,命燃やして恋せよ乙女,,原田彩楓,三宅麻理恵,和氣あず未,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/7/8,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 幕張公演,5thLIVE TOUR Serendipity Parade!!! 幕張公演,,幕張メッセイベントホール,千葉,12,アタシポンコツアンドロイド,,金子真由美,五十嵐裕美,三宅麻理恵,藤田茜,立花理香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/7/8,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 幕張公演,5thLIVE TOUR Serendipity Parade!!! 幕張公演,,幕張メッセイベントホール,千葉,13,Nation Blue,,ルゥティン,原田彩楓,今井麻夏,佐藤亜美菜,福原綾香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/7/8,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 幕張公演,5thLIVE TOUR Serendipity Parade!!! 幕張公演,,幕張メッセイベントホール,千葉,14,SUN?FLOWER,,佳村はるか,原紗友里,山下七海,杜野まこ,和氣あず未,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/7/8,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 幕張公演,5thLIVE TOUR Serendipity Parade!!! 幕張公演,,幕張メッセイベントホール,千葉,15,BEYOND THE STARLIGHT,,ルゥティン,佳村はるか,金子真由美,原紗友里,原田彩楓,五十嵐裕美,今井麻夏,佐藤亜美菜,三宅麻理恵,山下七海,杜野まこ,藤田茜,福原綾香,立花理香,和氣あず未,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/7/8,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 幕張公演,5thLIVE TOUR Serendipity Parade!!! 幕張公演,,幕張メッセイベントホール,千葉,16,Snow Wings,,佳村はるか,金子真由美,原紗友里,今井麻夏,山下七海,福原綾香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/7/8,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 幕張公演,5thLIVE TOUR Serendipity Parade!!! 幕張公演,,幕張メッセイベントホール,千葉,17,Can't Stop!!,,和氣あず未,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/7/8,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 幕張公演,5thLIVE TOUR Serendipity Parade!!! 幕張公演,,幕張メッセイベントホール,千葉,18,メルヘン∞メタモルフォーゼ！,,三宅麻理恵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/7/8,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 幕張公演,5thLIVE TOUR Serendipity Parade!!! 幕張公演,,幕張メッセイベントホール,千葉,19,With Love,,ルゥティン,杜野まこ,藤田茜,福原綾香,和氣あず未,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/7/8,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 幕張公演,5thLIVE TOUR Serendipity Parade!!! 幕張公演,,幕張メッセイベントホール,千葉,20,Take me☆Take you,,原紗友里,原田彩楓,三宅麻理恵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/7/8,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 幕張公演,5thLIVE TOUR Serendipity Parade!!! 幕張公演,,幕張メッセイベントホール,千葉,21,Tulip,,ルゥティン,佳村はるか,今井麻夏,杜野まこ,立花理香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/7/8,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 幕張公演,5thLIVE TOUR Serendipity Parade!!! 幕張公演,,幕張メッセイベントホール,千葉,22,夢色ハーモニー,,ルゥティン,佳村はるか,金子真由美,原紗友里,原田彩楓,五十嵐裕美,今井麻夏,佐藤亜美菜,三宅麻理恵,山下七海,杜野まこ,藤田茜,福原綾香,立花理香,和氣あず未,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/7/8,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 幕張公演,5thLIVE TOUR Serendipity Parade!!! 幕張公演,,幕張メッセイベントホール,千葉,23,EVERMORE,,ルゥティン,佳村はるか,金子真由美,原紗友里,原田彩楓,五十嵐裕美,今井麻夏,佐藤亜美菜,三宅麻理恵,山下七海,杜野まこ,藤田茜,福原綾香,立花理香,和氣あず未,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/7/8,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 幕張公演,5thLIVE TOUR Serendipity Parade!!! 幕張公演,,幕張メッセイベントホール,千葉,24,お願い！シンデレラ,,ルゥティン,佳村はるか,金子真由美,原紗友里,原田彩楓,五十嵐裕美,今井麻夏,佐藤亜美菜,三宅麻理恵,山下七海,杜野まこ,藤田茜,福原綾香,立花理香,和氣あず未,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/7/9,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 幕張公演,5thLIVE TOUR Serendipity Parade!!! 幕張公演,,幕張メッセイベントホール,千葉,1,Shine!!,,ルゥティン,佳村はるか,金子真由美,原紗友里,原田彩楓,五十嵐裕美,今井麻夏,佐藤亜美菜,三宅麻理恵,山下七海,杜野まこ,藤田茜,福原綾香,立花理香,和氣あず未,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/7/9,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 幕張公演,5thLIVE TOUR Serendipity Parade!!! 幕張公演,,幕張メッセイベントホール,千葉,2,Radio Happy,,山下七海,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/7/9,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 幕張公演,5thLIVE TOUR Serendipity Parade!!! 幕張公演,,幕張メッセイベントホール,千葉,3,ステップ！,,原紗友里,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/7/9,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 幕張公演,5thLIVE TOUR Serendipity Parade!!! 幕張公演,,幕張メッセイベントホール,千葉,4,スローライフ・ファンタジー,,五十嵐裕美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/7/9,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 幕張公演,5thLIVE TOUR Serendipity Parade!!! 幕張公演,,幕張メッセイベントホール,千葉,5,あいくるしい,,金子真由美,藤田茜,立花理香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/7/9,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 幕張公演,5thLIVE TOUR Serendipity Parade!!! 幕張公演,,幕張メッセイベントホール,千葉,6,NUDIE★,,佳村はるか,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/7/9,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 幕張公演,5thLIVE TOUR Serendipity Parade!!! 幕張公演,,幕張メッセイベントホール,千葉,7,薄紅,,立花理香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/7/9,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 幕張公演,5thLIVE TOUR Serendipity Parade!!! 幕張公演,,幕張メッセイベントホール,千葉,8,in fact,,佐藤亜美菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/7/9,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 幕張公演,5thLIVE TOUR Serendipity Parade!!! 幕張公演,,幕張メッセイベントホール,千葉,9,この空の下,,ルゥティン,五十嵐裕美,佐藤亜美菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/7/9,THE IDOLM@STER CINDERELLA GIRLS 5thLIVE TOUR Serendipity Parade!!! 幕張公演,5thLIVE TOUR Serendipity Parade!!! 幕張公演,,幕張メッセイベントホール,千葉,10,AnemoneStar,,福原綾香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
